Tour;Length;GiftIds;TotalWeight;Weights
1037;13632713.6431043;39068,99429,62615,13401,33608,50747,86037,25968,95785,92744,81264,504,23390,92100,37390,58693,49052,6884,54707,6219,87364,10916,32524,19109,7745,95394,68005,46357,85507,24666,62302,69878,53458,40734,12566,44897,72990,77279,53239,67946,28545,65553,25840,63188,2108,9470,96648,32053,68806,38777,38085,69220,15009,24802,24465,54683,45911,62748,29782,88584,94593,90727,87789,45125,17924,6734,86043,75596,67583,15027,26752,51727,90696,91595,70179,8614,14620,49264,36686,9215,77258,29478;999.683097278;26.73300632+1+31.92638821+5.37193483+19.88809176+31.18600999+2.449917982+3.980995734+1+6.338760931+5.123244543+18.22389769+14.27301839+42.98913288+16.92731969+26.28032247+1+47.97691647+42.78943582+1+28.91026897+1+6.437377671+8.630905012+1+1+1+1+1+2.672359533+4.727280693+29.28746895+1+25.26415137+45.62611955+15.27810189+27.18351839+4.582353813+13.60950767+32.37233008+35.71794574+1+1+1+12.6314921+1+1+1+1+1+5.144273335+3.834538929+42.43155008+1+20.05721226+33.83089154+16.03576863+22.86353941+6.98996413+29.38631567+6.641429613+1+1+30.52788994+17.90368416+1.598757632+1+4.943848349+41.75339242+20.97125603+1.837647426+1+1+1+21.94570142+1+1+1+1+1+3.595861162+1
1038;13164532.412461;64175,28782,65536,52456,7152,1970,92131,24469,93057,84453,53702,58903,95553,51558,89047,4142,92234,95214,96209,13944,79493,24513,12951,32152,96835,22828,97070,80162,88628,47307,29285,79538,17082,76816,9472,84705,35306,73997,59492,44554,99750,94077,97670,57890,8318,96182,96290,9569,38903,51540,89369,51259,21457,64405,91598,51350,95985,78588,84748,26060,84233,90373,69413,25065,42680,1611,25488,60194,45723,38414,44214,34477,96997,79889,20774,65470,53003,875,7883,45657;999.833690409;19.80727549+28.90819467+2.603147201+49.70896387+47.48342131+4.870689892+7.827310206+1+3.766261351+1+26.96991472+1+50+21.1984926+1+18.11763203+5.058079333+21.71199676+15.22377627+48.58331282+9.74335963+18.49382854+1.72308972+11.85756365+1+9.692368808+1+1+2.84851011+8.178516659+12.59280743+1+8.430296689+1+22.3171716+14.76445937+8.14856288+50+1+11.96781083+9.769274812+29.60269161+2.361801922+13.45221636+6.628649169+11.32263642+9.416239051+3.888619521+28.36471117+6.019937141+43.03454639+1+8.38912651+14.24159948+15.01777141+11.47426974+9.492212417+18.99084875+1+9.402087836+24.35036937+1+1+1.466264876+29.4345509+1+1+22.75286703+1+18.18244624+1+23.83917363+1+1.363972295+17.73901139+1+1+14.84071998+1+10.39826055
1039;12652486.2365337;70448,82365,35502,6713,62813,71047,29463,47371,28995,46947,86524,73504,8218,71375,1178,95352,15232,4520,57521,27790,50679,39426,29933,31798,65641,57701,42877,86205,50230,11996,25244,23203,77089,65297,54064,33693,69405,71749,51974,81598,47109,93103,11969,55008,68595,64310,60537;999.988584982;1+26.81855483+24.93543576+50+27.53436519+36.0633797+27.20771763+46.70426285+37.14270342+23.90043304+1+26.93555676+1.708088564+1+22.75338287+1+8.389571545+7.114996959+28.94027635+16.63873909+5.832378619+31.13262093+7.622661972+41.30857567+11.20471997+50+32.92174107+50+38.00128281+17.15822079+24.44229032+8.79182172+1+26.25550606+1+30.29563297+33.84541043+29.90434108+5.470762659+3.317044148+32.23117323+44.97772501+9.799476236+43.68773473+1+1+1
1040;14074493.7699659;6238,38430,21870,79646,4075,89866,88479,76419,84057,74499,72796,39934,31831,59314,74516,7980,83082,19916,61489,83672,10559,78962,29866,96585,6245,31316,76057,7703,57275,27372,1434,7335,28300,3998,75232,67471,53397,41103,92249,68138,3713,12928,19974,86526,91276,22419,79323,34304,10826,83727,3647,42051,88080,71445,99599,59858,75027,62569,35909,4456,29947,59027,15143,17835,50734,44066,61613,71788,69766,22398,30537,16464,93529,45677,26340,6940,9044,54749,1468,35379,30149,43445,71057,41453;999.091365953;38.27231283+23.87572222+4.885400864+8.205025861+1+27.45452889+38.91203367+44.09659859+25.14753322+1+42.48915993+24.90853227+40.11768428+1+1+10.04207466+12.8253369+1+28.00440725+1+24.67414424+9.758564285+16.01420532+1+1+27.27032655+16.80620288+27.87782341+1+8.776211347+1+30.76464015+1+1+9.643657223+1+50+1+1+27.49486933+24.49041768+25.27388363+11.87205484+1+2.907677577+1+33.2619511+17.48657232+1.938325555+22.7908495+1+1.219447215+6.662006825+1+1+2.721809807+1+32.18837372+1+1+21.91847734+1+1+20.76359305+1+1+6.458572998+20.99112459+1+1+9.248485999+1+1+28.11513874+13.11799311+21.44399848+4.964138165+8.999817145+1+3.990029753+1+2.949630644+1+1
1041;13118379.6159142;45579,71146,68518,61876,65982,95698,80268,31728,79005,8484,62399,82935,54136,32166,79422,3830,19803,11391,61707,99264,14951,14792,1063,57119,76711,82951,92362,46461,90828,28935,26185,37594,36244,65134,45857,76403,68475,39940,48624,61201,55572,51246,18572,56346,23942,97907,7361,23621,35268,8243,74384,47102,72435,95303,94660,90001,24065,45364,11334,62232,34754,26512,10650,10465,32616,13936,77831,35400;999.243558976;18.24393347+37.76796996+39.08345586+18.01045975+3.954683581+16.7265366+2.738185572+2.523378619+32.02095977+18.70423152+50+18.44793342+17.65644242+21.9145585+16.59096855+1+48.7863948+41.32273343+1+20.24751968+39.26603237+12.16390039+13.41568473+1.660256301+21.9910645+1+43.74355764+1+29.52579136+1+7.82082085+27.53656393+1+18.5360441+1+35.26866818+1+18.53030601+22.32757439+3.84705841+22.50736614+1.594765418+6.22478677+16.33496579+1+1+1+10.862987+10.26160744+1+4.699321781+13.76993603+4.190599391+27.7714082+1+41.48294347+18.71330401+39.42455046+3.573771368+1+30.16738562+1+7.290191425+1+1+1+1+1
1042;13547059.8350209;82525,61928,90542,72966,12743,31897,16293,94868,64513,35567,95787,19113,47321,85961,77359,66146,7537,36881,97104,65909,22785,68248,82476,60150,12211,66948,89820,73406,84066,22901,13428,59370,83819,81876,75795,51094,21776,97512,61156,59555,44374,2840,80953,91436,4900,82257,27702,16148,41904,90004,55535,63743,95317,54399,13176,20413,40548,91010,55847,91424,14440,53831,14802,4920,86194,7022,93161,26586,58797,62140,92619,72669;999.262354527;10.4796955+25.53384859+16.62701272+1+1+32.16526473+17.50796554+13.08868779+21.79309712+10.21336508+36.65614898+14.79221855+32.85673339+7.586456572+19.32277204+33.50483367+26.03237854+15.90732734+19.63471504+13.09508756+28.05558728+30.46728224+1+11.31197263+1+1+26.97134949+1+1+9.071601405+7.570562898+46.33322421+50+1+16.35766424+36.6967236+1+1+34.32162671+1+41.8090013+1+26.14803325+19.90567389+1+13.5223783+1+3.798892025+16.31812103+16.07704273+9.585444174+23.14123599+10.27984583+1+17.76714616+7.008280536+1+1+1+8.300411614+22.94845127+10.32756753+1+37.90720272+16.06177557+1+3.811282862+6.589364291+1+1+1+1
1043;13258123.032079;19563,40852,77728,79530,41788,79863,44671,83226,74796,26879,10458,25358,12350,26775,69010,99115,25381,17588,93106,98647,97233,97081,31004,66123,68023,2698,67494,42887,37651,46344,63102,99047,2313,2917,43740,22010,69845,26625,35644,41293,13148,82938,74322,27168,92889,29598,8349,53906,55411,55300,91011,95338,88749,60162,58470,2560,96030,6343,48941,90655,19725,96451,66242,8800,69379,54913,51166,86721,15736,28296,98293,29863,57698,56594,14270,172,43747,89799,89877,69991;999.222187224;6.735492561+19.80167034+1+1+1+9.827256881+16.26041969+1+18.69416093+25.40179749+1+1+1+24.48719145+12.09582418+50+31.67134225+1+31.25777055+1+30.59837106+6.559302484+12.58522349+1+15.18008635+5.259643687+23.17241986+1+39.39336547+37.39742796+1+14.73744201+15.49559862+1+19.89984265+2.233237199+2.676645946+11.57020693+1+4.190470386+10.52904648+28.24151053+1+14.93192626+37.56687688+1+1+24.17619563+1+10.2789388+25.45977594+1+7.048768416+12.45303077+8.778040357+22.31477791+50+39.11616382+26.68648117+1+1+4.317662591+1+50+9.413858096+1+13.08628668+32.54233526+8.808653366+1+6.126655293+1+28.04451577+2.457596977+1+1+1+3.189518965+6.699460337+1.771900502
1044;13040763.8720207;22993,54852,5412,11347,41280,67544,73441,39192,30151,4508,64862,16056,39688,30625,71865,17856,51492,16584,8179,15076,10793,29266,22984,74177,80839,24680,81827,49701,13879,29686,50903,83541,64530,52855,5801,75871,38193,33409,10299,4296,95099,34018,25189,57918,27990,44925,64317,55021,15653,9692,83614,83610,57762,56294,56269,31892,3157,66650,35612,19500,637,85233,45826,35093,3864,34553,99405,98299;999.733264105;22.95089143+14.60664832+1+10.94575893+41.27637706+1.477335493+9.265981714+9.670337395+1+1+24.87587668+6.855336228+1+5.07724558+24.13691929+1+18.71389569+6.472718676+16.89774527+9.54046398+20.88903496+5.657689623+30.40032332+9.317204053+42.52998785+24.41766163+38.10400209+17.03828953+31.97333836+1+8.900154913+16.48461022+1+6.815400495+6.828129841+26.11160394+18.41023564+1+50+49.14837944+40.62045771+14.86166443+1+2.256757438+1+15.04407744+34.82354368+8.283583188+28.61151709+31.03958619+14.58198083+22.55983726+5.130249518+50+1+21.34895805+1+1+12.57267895+10.8562976+1+21.2830737+1+21.06942339+1+1+1+1
1045;13334700.7488108;75878,82002,71112,13853,50617,66,74103,30620,97434,53329,56934,28331,3926,84940,81084,98071,79270,27029,99967,37242,57067,5105,19662,40035,72756,76550,50588,10750,69044,98366,29127,31988,43687,36466,5953,63317,61766,73179,75260,71502,5425,90450,11938,42101,28964,54787,72944,49526,89493,11589,55148,18807,22992,89949,18980,94953,74612,32374,23580,92108,2164,19034,10873,84206,27535,35371,73603;999.427077306;13.59121108+28.20824442+18.67121469+21.36972055+17.66412926+1+1+32.52497732+1+24.95976593+1+27.63589524+19.48061504+34.71467981+6.993378367+24.41883898+21.75468627+15.34170874+21.40758416+5.133686586+15.32556069+32.22071579+20.49510923+8.738719826+13.41348761+9.336323333+18.8584147+13.69725313+16.21490629+1+12.47393358+4.368904587+6.871399037+1+1+1+41.86402302+28.69700155+7.61273171+1+13.79555688+17.08781769+36.04004411+7.448520083+3.827863555+50+27.44543632+30.83393779+1+14.88053758+1+14.03321213+6.336025231+1+17.44480045+25.77936861+3.198383241+35.09019354+25.45438611+50+1+4.93597386+1+14.7361996+1+1+1
1046;13179710.1202045;80822,6660,40954,67484,86438,57396,87355,12113,87952,43363,42969,1867,255,24308,57493,51765,12519,8920,47044,34639,79069,3151,86371,90504,28712,68328,15793,26009,5890,42595,64841,49930,72617,30073,93455,48598,98867,87937,70798,83947,89302,80139,98466,6364,52598,11793,7163,51618,67653,66091,23809,67188,22597,22743,99533,29187,66089,91223,5172,85296,58020,63907,3350,8374,37208,7279,70596,33766,48049,52569,60240,77570,26606,43903,53303,23256,84729,90593,9737,52466,26223;999.518775841;43.22374804+17.34691656+33.8032042+41.13413053+12.75458389+27.05035061+1+1+1+7.15937063+10.76052618+1+1.00389447+1+25.23670601+4.183933884+7.397518595+1+18.66213974+24.93160704+10.29976587+35.3044779+15.15719039+1+41.84908999+1+28.34819232+43.97557939+1+30.34480603+7.8207135+1+37.81876648+45.17442323+1+25.67339839+1+14.43150928+1+1+1+18.07966679+1+20.26426943+27.27549679+1+1+1+1+45.98418746+7.074682693+14.18820197+1+31.15043214+17.10090692+27.4579803+1+1+1+10.62387104+13.70311228+30.09951305+3.115556873+24.47079252+13.48832814+4.669434626+1+1+1+14.24052932+1+1+1+1+16.6119564+3.323656107+1+5.010196711+1+1+6.739461132
1047;13954869.5985773;6512,23061,99764,19487,8933,53599,24455,55932,35226,54673,1011,56805,77269,71110,2669,69421,29550,1122,95484,64823,93954,59240,38411,42583,51217,360,85369,64202,40959,34118,52412,93835,82117,18756,71671,9517,15803,58889,15081,69788,53742,38488,85432,23806,99325,54095,13630,19103,84548,77060,6311,26856,15558,22946,43697,35685,17486,98895,85701,46012,80235,73578,36322,57971,41850,94096,50661,37902,68684,9514,6749,3475,41229;999.598345378;1+14.44007479+1+21.8955926+4.94251034+43.32217246+42.02659039+23.24152874+38.87427477+7.84488879+27.00076466+35.39616961+20.8773793+31.60748014+20.11113965+1+36.12916605+1+11.84218632+5.951183541+5.104302228+1+1+12.35742965+48.13413187+7.429963628+31.30554138+1+4.425107709+50+7.102268536+32.34552705+15.03265498+26.1657395+28.59709955+13.80480158+7.315443901+1+1+26.43024146+1+1+1+1+28.45991686+1+1+15.07675221+28.94688801+2.782117074+1+30.17308173+12.36809768+26.18164391+1+1+1+1+1+11.97953928+15.24823042+26.45493926+1+1.031123391+1+1+3.65561541+41.59521569+13.1964444+1+14.39538488+1+1
1048;13129379.9757524;32986,67246,61475,37398,23409,21748,38073,79301,39555,10928,30821,41502,77922,52590,58947,852,8421,15370,91202,99748,46586,76790,440,58647,12923,15771,54347,85745,60280,67035,93109,18283,14520,88319,35638,67004,11931,17954,24340,18614,11675,59169,3462,596,42036,96438,32500,7618,27041,66278,17199,63654,44592,55613,69825,2836,48658,20785,67403,91948,57728,74309,11196,77244,85968,96747,32214,9368,95537,67308,48722,1530,47063;999.96152216;23.45929824+12.1914158+1+1+19.2919775+12.49403318+7.419723814+14.71321391+18.7357618+12.05204462+1+9.856607728+1+31.44608989+1+48.34317245+6.424505199+35.46559765+10.06600554+1+8.189037274+13.80327801+1+28.95853521+1+1+9.310063165+1.398352983+36.36593562+1+10.06999022+13.00152057+44.50325962+1+14.94055415+32.7663606+24.94714604+29.37518662+26.59108102+36.69009257+27.19028808+35.59792213+25.14663441+17.68900637+27.93502771+14.89397974+17.17808445+2.908684326+1+1+1+26.17214665+8.445864112+14.23348788+44.08440568+3.500903322+1+1+41.37191882+17.02096953+1+8.512022528+1+1+8.067933199+1+1+1+13.8752591+28.26714313+1+1+1
1049;13825695.4319273;54554,82485,68355,33415,50417,19250,82274,11629,71427,41288,45306,70388,5870,4930,7196,30507,15120,52442,69557,5413,60861,18195,76339,77133,24430,30389,64197,39262,80677,17259,16955,44995,78229,40425,69293,48929,69523,53569,55206,52933,72752,96525,91486,29111,7878,55624,80161,20355,26955,13362,29737,44111,52955,48273,71202,68605,59909,22333,20900,16573,52407,77656,99775,3553,5345,94042,90904,77064,11728,31344,53060,14789,92819,20031,82880,29783,33713,82870,88102,49856,62372;999.471917649;11.1474524+24.95227653+1+1+1+41.82812506+1+1+1+1+1+18.83383283+1+15.22943567+9.504537703+26.88011696+1.085091254+21.67781901+29.27389412+7.381051485+2.250854977+1+1+1+1+2.297362567+45.5107934+2.555445165+31.61682026+32.2769365+18.38994374+1+36.38298526+1+9.923370049+1+3.38101714+33.6555415+10.28078592+9.310960018+14.91516365+10.85293866+6.222060517+1+22.86446662+18.82030285+7.613212137+5.167223452+1+3.363754713+5.692629223+1+30.69376952+1+27.20459129+18.88142388+1+1.370799403+49.12281656+45.87694747+36.15996029+21.22589883+9.758450446+4.252563502+24.80787942+50+16.655327+1+13.11615202+30.34259034+10.1100855+1+1+1+6.551190088+11.09178143+1+13.5743141+9.53717522+1+1
1050;13349393.6784804;8733,25276,28877,16764,20692,54945,52965,67799,97711,51361,91578,83836,3749,55757,50241,3255,8382,47986,79712,29142,66727,52620,66170,29220,36526,56489,22310,17581,87062,61567,45346,39686,15643,27021,47972,44086,12265,87960,55337,19689,73032,19651,59064,75357,9071,80648,95504,25958,80986,32611,62233,64238,86122,58633,81090,42741,76663,2814,48453,14348,52173,26000,23728,19266,67341,76281,89979,58294,79047,61771,30212,98960,98805,83888,24139,81998,69735;999.594401961;5.64927673+50+32.9184711+1+1+5.080692853+1+1+43.63496314+1+13.44748284+14.61543487+16.49413208+1+28.64020696+1.006466833+1+25.00153535+16.15234356+23.12363356+50+4.370164405+1+1+1+1+46.57598999+1+11.6571812+26.90449697+11.9282496+1+32.55419879+1+1+1+50+12.44043982+37.35114065+1+23.21216498+5.182089003+27.43512414+1+9.151448341+7.266940401+1+1+4.092977495+37.71998367+31.63042695+25.23297916+28.93029487+1+21.47828363+16.31370718+14.03657016+1+1+22.40689233+40.36305504+1+2.622290374+20.18662489+1+43.8932541+1+4.839910546+1+11.01555025+10.03733315+1+1+1+1+1+1
1051;12899611.9611337;5325,73946,30824,71105,38813,92986,40746,69374,57135,625,54894,13611,38822,49476,35670,82512,26377,81674,56255,97040,4160,29891,84868,54121,66687,79438,56249,24926,33677,45069,21524,86485,82007,4351,11331,35095,95220,7737,88592,81846,41779,32915,88905,3802,4417,84007,23087,91564,78707,20088,10614,27012,49450,8271,66444,73323,73872,53461,68129,21879,56818,70490,93653,57916,72019;999.757025563;1+29.35939082+19.68964715+45.39659483+26.72858122+28.47276845+1+25.74155647+1+23.82747623+17.22889446+16.85424622+26.23119584+18.78289229+14.2525523+1+8.091358015+1+1+23.55926265+6.885440907+20.09911784+32.72825493+1+18.94921863+1+11.19456245+1+17.63193936+3.970744565+1+16.44475474+17.22669439+5.09922429+47.84917071+34.9517337+1+13.32698011+1+3.360136097+39.3018488+22.98574029+31.74064868+10.13859431+1.139395451+8.705514653+35.85937014+24.48502824+35.87094664+1.629402795+1+32.98285043+18.78830661+1+24.46906048+28.4036185+33.81854289+1+1+10.22798525+33.66462144+5.631433933+1+7.979726367+1
1052;13438542.0115626;77839,44094,408,83418,49271,74390,79034,63306,24456,80472,30900,69480,21935,77685,13439,83592,55553,13379,10795,82709,11492,65994,63868,31039,22432,61600,96149,89069,43814,74225,49007,90465,46318,33220,72634,9494,36996,61338,74484,79662,20111,93026,95029,8704,53084,14919,56169,74195,79919,53755,44706,34978,9152,23016,87945,60328,37489,18590,43321,51418,61021,8431,15441,93851,25723,34945,58246,34127,38533,76802,78629,69469,65875,25923,44034,66092,29759,10202;999.394990189;2.008815835+17.98124421+1+1+9.369184023+10.34432303+25.63961341+24.0424249+1+1.750815932+1.607882495+19.23017902+1+1.189999498+4.578510205+23.12698822+18.83018616+23.31304719+39.06763833+22.91301865+1+11.81361712+5.255555662+49.3054263+41.39202033+6.401553454+18.21028924+1+1+24.46370164+18.36464884+18.09819866+1+2.394761687+1+12.80992287+37.99668773+2.910891488+1+44.97047899+1+1+35.19895272+12.73602342+1+1+5.062610025+1+4.305188673+1+18.11035037+1+30.81702848+36.42003903+15.20115353+29.07824548+50+9.939823686+12.64036346+7.519221829+14.86766864+21.16397047+10.93906719+24.89763489+23.00279323+10.62773634+1+1.760662132+1+1+1+25.0484615+13.70504825+17.62756458+1.804062843+4.539694302+1+1
1053;13499873.9164511;96517,94695,19490,45549,10120,66654,38232,3939,40974,4525,16867,96156,83694,81061,43965,32375,86478,69477,33248,95825,10661,65272,78419,21834,89608,1497,3573,50107,70138,38121,71513,14692,30807,62583,44355,2992,71553,38228,76828,85472,47055,33923,6147,25148,4174,77074,76914,31388,62945,56720,78566,64092,63052,86491,58942,44573,67603,31259,31844,84681,79458,11852,79873,93158,53940,75238,45838,9279,88532,77968,31356,86373,90145,83768,75814,14565,19673,89237;999.784575113;18.94872184+13.90193948+14.46339435+50+6.14438332+7.911626607+22.42834041+32.51648883+1+33.81538967+27.15022895+2.463754155+21.0027018+1+24.61847171+45.64560022+3.872454753+1+33.24506687+30.92890675+19.70176565+21.912976+6.980517196+21.85999394+3.521155894+24.46765149+3.3532689+12.67845271+15.22620447+1+3.36727398+3.777306093+21.49938116+1+1.403382011+35.38176748+1+33.25443906+1+1+9.656293793+1+20.97568226+4.582897566+33.77669052+1+21.00017555+1+5.120272142+12.68194165+37.7927575+9.463101538+27.73876749+34.71176851+9.603311983+1+1+25.91478596+14.67212976+4.827984767+1+1+22.52526539+17.80060117+14.29068166+2.651126984+17.75337401+1+1+1+1+9.69329729+1+1+1+1+1.108661871+1
1054;13391651.1222806;90385,75086,70056,99639,13923,5423,82103,95066,22959,18690,63153,67517,56151,25184,71552,29957,86571,39837,33205,85697,21703,34078,87202,29604,77038,77451,49093,69872,5667,98948,96262,4689,52842,91517,6803,58004,55927,55695,14461,9048,66024,87959,38621,39668,68597,87255,67880,44780,27976,24723,30665,78234,13187,32271,18529,53285,87643,90606,47253,49295;999.274895202;32.30655631+3.866598195+34.81442801+3.692196334+24.13653327+2.306629544+44.47498589+9.472071507+21.38147111+8.183234521+35.64927265+21.14176502+16.3267904+21.11871927+9.594786693+32.8501478+1+50+27.39393609+9.466433083+13.75835393+1+1+50+6.229425806+30.54653096+39.79999071+17.89693753+46.76529823+27.52366517+28.11865067+1+23.18229709+1+13.51112385+1+21.821677+1+1+3.374458838+24.71063461+15.57795733+47.45655473+18.03098936+1+6.463629073+3.86792254+22.33206246+1+7.544167429+25.4380012+1.281908832+19.19812002+1+15.28757732+1+2.185253087+22.73998563+23.4551661+1
1055;13204353.6862443;91397,39190,57284,95306,76099,37323,67768,16135,7784,31677,84760,79978,99203,36893,22576,97814,18162,92238,61415,62164,57254,77481,26887,19276,65374,89618,6877,60812,46161,16316,76653,37656,82780,72780,57418,15606,43367,82140,50653,54766,4474,57722,76122,30977,46175,67794,94523,80123,57287,36227,2270,83429,4767,26872,37946,24503,31801,33172,76741,71213,30090,86814,1940,92316,16606,15696,18537,79331;999.825134231;7.65603925+15.77727707+8.448284807+20.22189573+1.989981389+28.05612069+1+28.83794442+26.61242513+35.76069027+29.24318507+1+26.45493847+25.01836513+1+13.14431831+1+17.63497881+21.64615833+2.108162042+1+1+21.97962946+21.23139478+23.29083558+1+1+10.21727323+1+18.84881012+14.54058898+1+36.92272569+50+21.5809302+9.739228668+1+50+27.97047343+1+22.14963214+50+48.62998051+1+1+1+6.114761933+36.1845919+21.2455006+2.920978978+15.5559145+16.32079219+1+10.65597738+45.03826956+29.40543137+15.36411365+34.30173659+1+6.004797874+1+1+1+1+1+1+1+1
1056;13216582.6103492;96380,44830,88040,48873,23290,72564,30196,8583,68482,10073,9297,96983,20646,75686,12609,12032,63810,52460,87377,32848,97317,22836,61640,91617,94370,2296,6852,50276,84008,76866,41813,57592,45090,34454,35980,18322,95924,64166,90762,40354,26049,2129,45912,84493,54751,61559,58779,57191,83581,10717,68303,50134,3323,72591,34310,18816,4732,72095,26408,12055,73153,40277,42732;999.730514449;10.34680124+24.07349079+24.38932516+21.36723776+16.04896833+1+1+37.52993169+30.74916797+34.30394699+12.48498639+16.45590434+1+42.36982884+1+8.670658662+1+1+31.01937238+34.84026989+1+31.63196546+28.37232272+31.65373385+43.69654796+20.28125168+32.35529681+12.22442504+6.733156171+3.3425413+1+26.25441446+43.92300947+17.82385242+21.8651205+48.21320932+32.68859817+45.76239409+2.762549258+1+1+2.037132136+7.189397065+32.15525548+3.340361702+11.40990955+19.24894546+1+12.60869512+24.88883994+9.453320542+1+32.76376784+6.270743843+1+14.69419493+1+1+1+1+10.43567173+1+1
1057;13420601.7600075;85235,75780,8958,27420,91768,42318,72688,18440,10977,74532,43038,75151,10146,72620,39368,23175,18613,94992,52784,54110,29067,27985,1609,21246,60026,94712,20672,65502,32715,51804,5134,53444,77665,80007,80935,74347,1781,3289,33648,45293,45265,28357,41422,50927,6505,76117,94675,25263,24630,98010,20981,94861,91462,27070,75847,80883,46836,63731,69264,20424,99221,8255,54260,51142,87584,53216,51720,74591,38651,66800,40175,24609;999.432838639;18.27301765+26.28212508+13.31236834+17.88054172+7.381853358+1+40.45858263+16.58938184+20.16359959+10.74390232+1.819372068+30.69028753+22.81355023+15.53648204+20.22251619+48.51725681+23.90206145+33.65139516+24.06575881+1+5.385169963+1+26.75091459+11.66808743+28.17963232+26.06995681+1+26.02460794+24.6990849+5.750320833+39.60079924+14.34949781+20.79777443+1+13.85409984+3.973104754+1+1+1+9.590102292+15.58107849+32.27740494+9.13148727+4.616533899+9.044373412+14.2015535+38.36020056+1+5.910676249+1+1+13.07261122+50+6.831277055+1+14.17992027+33.55844388+1+28.14565505+1+8.789113855+1+24.71984035+1+1+17.64086177+1+1+2.374600901+1+1+1
1058;13701685.8016553;16772,27178,81152,68686,52218,28157,49781,63308,94485,67739,67151,7263,25959,18867,60466,27782,70313,72491,70733,73810,87089,3596,38653,16463,59125,91240,29400,46683,22342,87234,81104,64541,26067,27496,61669,95709,30564,63101,67710,30411,10343,93136,73671,85364,80242,98988,35690,45634,31582,88888,28409,2690,69292,87246,11078,71480,11477,31699,16608,25274,68676,44198,44775,48322,74265,17814,39964,18451,68649,18152;999.992052897;7.336714803+37.02681644+1+24.57181827+6.308485024+1+15.78321068+10.9974881+18.17270977+17.82960383+32.46963759+14.65760587+50+36.96446574+1+12.29430122+33.69093618+4.706262282+8.456954932+13.85099239+38.60045198+18.51002261+11.98391615+1+1+12.89164607+1+24.85003103+17.0178278+21.76924558+1+1+1+4.7869228+16.36845294+1+13.63836304+15.96679893+4.278012343+20.66431286+22.71598207+48.24852009+25.01360952+3.528246025+1+4.099262532+1+1+6.858792267+18.90376647+9.589829307+1+11.96062622+2.490864583+3.369443365+5.267438639+13.58836774+16.40631591+14.36814262+13.22198148+39.70763372+13.4927295+41.55889623+24.19076477+9.685462829+26.8583675+1+6.849028177+29.07791616+7.496057919
1059;13475883.6322423;68839,5550,84574,85932,30602,22122,80185,2085,63621,80726,14593,9321,22092,60977,44778,15685,7806,58814,41721,15191,17904,13521,36662,8359,2473,82567,30070,41361,83027,62042,96658,91028,86258,11845,34129,7857,76423,42266,42763,40993,45124,13956,68527,80771,33988,95635,19669,6243,40236,49952,28827,62874,93857,32565,2374,83304,85434,51207,5905,83278,26598,74053,78150,75884,57349,95163,12880,18865,69793,28428,74777,29392,80757,26005,53565,9535,12096,50304,54900,17332,96749,95005,21794,48179;999.337235239;40.65980577+23.39349286+6.910415261+9.646632269+1+43.44465866+1+4.091299204+13.5739592+1+1+1+16.02524928+1+1+37.4934207+5.843381981+6.162438022+1+20.50064335+1+20.32945036+3.118121888+1+5.283287329+1+1+8.262326775+18.86634103+19.77474022+1+1+1+1+23.55553679+1+6.005870864+3.873030399+15.26245032+3.21149734+28.74941618+31.9056669+1+1+27.05723794+1+7.227870283+24.6487993+34.52695873+1+1+27.05156131+1+14.25573236+1+4.611490595+1+1+1+1.282203271+24.91120525+31.41276713+23.86031259+39.25395372+44.30894386+6.644286296+1.858934803+31.50451077+8.42643724+50+50+32.33792885+41.83327439+3.856326344+8.864298128+1+1+1+1+5.724195286+1+1+1+3.934873841
1060;13256592.2835091;5086,25029,94198,51643,22103,45680,895,74186,43534,99209,95269,44286,47753,13084,6681,16264,33668,7895,21731,95957,268,11143,72325,28955,62137,89573,7891,49103,89923,88928,42543,58629,78071,40139,40788,43510,84601,53112,51630,95566,966,69771,82216,92198,59882,60831,73130,83453,17225,21845,8968,16016,44863,82170,98133,4896,42707,66428,43671,41157,53279,36707,76160,62527,52038,84985,7551,21213,32180,1620,31456,75154,14405,39666,33157,5475;999.996921535;1+27.7023396+11.16060477+20.06848222+9.098882806+5.404973377+13.07753408+32.31754462+1+23.77742196+45.28144479+9.978258364+1+42.10606185+1+20.13460106+1+23.68210052+1+1+1+4.610802274+10.27088854+1+20.93421492+38.05383294+23.6811213+10.91396305+7.546387828+1+26.0121711+5.870864596+1+1.310026383+1+10.03893494+18.28298591+1+3.588765062+25.72147751+5.791457601+1+2.21253509+40.96294748+13.19731073+3.372968918+19.80118968+1+40.27724202+28.34235562+20.82085092+37.58610581+1+36.37709865+1+13.30340293+20.62527094+1+1+1+5.077147242+1+11.69410676+2.555115751+31.26718659+1+1+1+1+28.28779699+24.70131633+29.62278924+38.2068741+9.615831343+19.67133443+1
